Date,PlayerNM,PTS,REB,AST,STL,BLK,TOV,PF,MIN,Team
18-Mar,T.Black,0,0,0,0,0,0,0,0,Rockets
18-Mar,G.Green,12,1,0,0,0,0,2,15,Rockets
18-Mar,J.Johnson,0,0,0,0,0,0,0,0,Rockets
18-Mar,L.Mbah a Moute,7,2,0,1,0,1,3,19,Rockets
18-Mar,C.Onuaku,0,0,0,0,0,0,0,0,Rockets
18-Mar,Z.Qi,0,0,0,0,0,0,0,0,Rockets
18-Mar,P.Tucker,12,4,0,0,2,3,6,24,Rockets
18-Mar,A.Jackson,0,0,0,0,0,0,0,0,Rockets
18-Mar,T.Quarterman,0,0,0,0,0,0,0,0,Rockets
18-Mar,B.Weber,0,0,0,0,0,0,0,0,Rockets
17-Mar,T.Ariza,15,3,2,3,1,2,4,33,Rockets
17-Mar,E.Gordon,14,5,1,1,1,3,0,29,Rockets
17-Mar,J.Harden,23,5,11,4,1,10,4,36,Rockets
17-Mar,C.Paul,25,4,5,3,0,2,2,33,Rockets
17-Mar,P.Tucker,10,6,3,0,0,2,0,26,Rockets
17-Mar,Nene,8,5,0,0,2,1,3,17,Rockets
17-Mar,R.Anderson,0,0,0,0,0,0,0,0,Rockets
17-Mar,T.Black,0,0,0,0,0,0,0,0,Rockets
17-Mar,C.Capela,10,3,1,0,2,0,3,27,Rockets
17-Mar,G.Green,6,3,0,0,0,0,2,15,Rockets
17-Mar,J.Johnson,0,0,0,0,0,0,0,0,Rockets
17-Mar,L.Mbah a Moute,11,3,2,0,0,0,2,24,Rockets
17-Mar,C.Onuaku,0,0,0,0,0,0,0,0,Rockets
17-Mar,Z.Qi,0,0,0,0,0,0,0,0,Rockets
17-Mar,A.Jackson,0,0,0,0,0,0,0,0,Rockets
17-Mar,T.Quarterman,0,0,0,0,0,0,0,0,Rockets
17-Mar,B.Weber,0,0,0,0,0,0,0,0,Rockets
12-Mar,T.Ariza,15,5,1,0,0,1,2,31,Rockets
12-Mar,T.Black,0,2,0,0,0,0,3,4,Rockets
12-Mar,G.Green,14,9,0,1,1,2,2,20,Rockets
12-Mar,J.Johnson,0,3,4,0,0,1,2,26,Rockets
12-Mar,L.Mbah a Moute,9,3,1,0,0,1,1,22,Rockets
12-Mar,Nene,6,2,1,0,2,0,2,15,Rockets
12-Mar,R.Anderson,0,0,0,0,0,0,0,0,Rockets
12-Mar,C.Capela,13,9,0,1,1,3,5,26,Rockets
12-Mar,E.Gordon,1,1,2,0,0,3,1,23,Rockets
12-Mar,J.Harden,28,6,6,0,0,3,3,29,Rockets
12-Mar,C.Onuaku,0,0,0,0,0,0,0,0,Rockets
12-Mar,C.Paul,18,3,9,1,0,1,1,23,Rockets
12-Mar,Z.Qi,0,0,0,0,0,0,0,0,Rockets
12-Mar,P.Tucker,5,7,0,0,0,0,2,21,Rockets
12-Mar,A.Jackson,0,0,0,0,0,0,0,0,Rockets
12-Mar,T.Quarterman,0,0,0,0,0,0,0,0,Rockets
12-Mar,B.Weber,0,0,0,0,0,0,0,0,Rockets
6-Mar,T.Ariza,15,3,2,3,1,2,4,33,Rockets
6-Mar,E.Gordon,14,5,1,1,1,3,0,29,Rockets
6-Mar,J.Harden,23,5,11,4,1,10,4,36,Rockets
6-Mar,C.Paul,25,4,5,3,0,2,2,33,Rockets
6-Mar,P.Tucker,10,6,3,0,0,2,0,26,Rockets
6-Mar,Nene,8,5,0,0,2,1,3,17,Rockets
6-Mar,R.Anderson,0,0,0,0,0,0,0,0,Rockets
6-Mar,T.Black,0,0,0,0,0,0,0,0,Rockets
6-Mar,C.Capela,10,3,1,0,2,0,3,27,Rockets
6-Mar,G.Green,6,3,0,0,0,0,2,15,Rockets
6-Mar,J.Johnson,0,0,0,0,0,0,0,0,Rockets
6-Mar,L.Mbah a Moute,11,3,2,0,0,0,2,24,Rockets
6-Mar,C.Onuaku,0,0,0,0,0,0,0,0,Rockets
6-Mar,Z.Qi,0,0,0,0,0,0,0,0,Rockets
6-Mar,A.Jackson,0,0,0,0,0,0,0,0,Rockets
6-Mar,T.Quarterman,0,0,0,0,0,0,0,0,Rockets
6-Mar,B.Weber,0,0,0,0,0,0,0,0,Rockets
26-Feb,T.Ariza,9,3,0,0,0,0,3,33,Rockets
26-Feb,J.Harden,26,11,5,4,0,6,1,35,Rockets
26-Feb,J.Johnson,7,4,2,0,0,1,2,30,Rockets
26-Feb,L.Mbah a Moute,17,3,0,1,1,0,1,29,Rockets
26-Feb,C.Paul,15,6,7,3,0,2,2,34,Rockets
26-Feb,Nene,9,5,1,2,0,3,4,20,Rockets
26-Feb,R.Anderson,0,0,0,0,0,0,0,0,Rockets
26-Feb,T.Black,8,4,0,2,1,1,3,18,Rockets
26-Feb,C.Capela,0,0,0,0,0,0,0,0,Rockets
26-Feb,E.Gordon,0,0,0,0,0,0,0,0,Rockets
26-Feb,G.Green,3,1,0,1,0,1,2,16,Rockets
26-Feb,C.Onuaku,0,0,0,0,0,0,0,0,Rockets
26-Feb,Z.Qi,0,0,0,0,0,0,0,0,Rockets
26-Feb,P.Tucker,2,3,0,2,0,1,3,25,Rockets
26-Feb,B.Weber,0,0,0,0,0,0,0,0,Rockets
26-Feb,T.Quarterman,0,0,0,0,0,0,0,0,Rockets
26-Feb,A.Jackson,0,0,0,0,0,0,0,0,Rockets
23-Feb,T.Ariza,11,5,1,1,1,0,3,26,Rockets
23-Feb,C.Capela,25,11,2,1,1,1,3,32,Rockets
23-Feb,J.Harden,31,2,9,2,0,4,2,34,Rockets
23-Feb,C.Paul,14,10,8,1,0,3,1,33,Rockets
23-Feb,P.Tucker,11,5,1,0,0,1,2,28,Rockets
23-Feb,Nene,7,3,0,0,0,0,1,16,Rockets
23-Feb,R.Anderson,7,6,1,0,0,0,2,20,Rockets
23-Feb,T.Black,0,0,0,0,0,0,0,0,Rockets
23-Feb,E.Gordon,0,0,0,0,0,0,0,0,Rockets
23-Feb,G.Green,3,4,1,1,0,0,0,6,Rockets
23-Feb,J.Johnson,10,3,1,0,0,1,3,22,Rockets
23-Feb,L.Mbah a Moute,1,1,0,0,0,0,0,24,Rockets
23-Feb,C.Onuaku,0,0,0,0,0,0,0,0,Rockets
23-Feb,Z.Qi,0,0,0,0,0,0,0,0,Rockets
23-Feb,A.Jackson,0,0,0,0,0,0,0,0,Rockets
23-Feb,T.Quarterman,0,0,0,0,0,0,0,0,Rockets
23-Feb,B.Weber,0,0,0,0,0,0,0,0,Rockets
20-Jan,E.Gordon,6,3,2,1,0,0,2,34,Rockets
20-Jan,J.Harden,22,2,8,2,2,6,1,35,Rockets
20-Jan,L.Mbah a Moute,14,4,1,1,0,3,2,33,Rockets
20-Jan,C.Paul,33,11,7,3,0,4,1,35,Rockets
20-Jan,P.Tucker,12,7,0,2,0,1,3,27,Rockets
20-Jan,Nene,6,1,0,0,0,0,5,16,Rockets
20-Jan,R.Anderson,5,13,1,1,0,1,3,30,Rockets
20-Jan,T.Ariza,0,0,0,0,0,0,0,0,Rockets
20-Jan,T.Black,0,0,0,0,0,0,0,0,Rockets
20-Jan,C.Capela,18,5,0,4,1,0,1,30,Rockets
20-Jan,G.Green,0,0,0,0,0,0,0,0,Rockets
20-Jan,C.Onuaku,0,0,0,0,0,0,0,0,Rockets
20-Jan,Z.Qi,0,0,0,0,0,0,0,0,Rockets
20-Jan,A.Jackson,0,0,0,0,0,0,0,0,Rockets
20-Jan,B.Weber,0,0,0,0,0,0,0,0,Rockets
20-Jan,T.Quarterman,0,0,0,0,0,0,0,0,Rockets
20-Jan,J.Johnson,0,0,0,0,0,0,0,0,Rockets
4-Jan,T.Ariza,3,3,0,2,0,1,2,35,Rockets
4-Jan,C.Capela,15,10,0,0,1,2,2,27,Rockets
4-Jan,E.Gordon,30,3,7,3,1,1,1,38,Rockets
4-Jan,G.Green,29,3,0,1,0,0,2,3,Rockets
4-Jan,C.Paul,28,7,9,0,0,5,5,36,Rockets
4-Jan,Nene,0,0,0,0,0,0,0,0,Rockets
4-Jan,R.Anderson,6,6,2,0,0,0,1,25,Rockets
4-Jan,T.Black,1,3,0,1,0,0,2,12,Rockets
4-Jan,J.Harden,0,0,0,0,0,0,0,0,Rockets
4-Jan,L.Mbah a Moute,0,0,0,0,0,0,0,0,Rockets
4-Jan,Z.Qi,0,0,0,0,0,0,0,0,Rockets
4-Jan,P.Tucker,0,1,0,0,1,0,0,22,Rockets
4-Jan,A.Jackson,0,0,0,0,0,0,0,0,Rockets
4-Jan,C.Onuaku,0,0,0,0,0,0,0,0,Rockets
4-Jan,J.Johnson,0,0,0,0,0,0,0,0,Rockets
4-Jan,T.Quarterman,0,0,0,0,0,0,0,0,Rockets
4-Jan,B.Weber,2,2,2,0,0,1,2,12,Rockets
18-Dec,T.Ariza,15,6,0,1,0,1,1,41,Rockets
18-Dec,C.Capela,24,19,3,0,2,2,4,35,Rockets
18-Dec,E.Gordon,33,0,1,0,1,0,2,34,Rockets
18-Dec,J.Harden,26,6,6,2,1,5,2,38,Rockets
18-Dec,C.Paul,18,10,1,1,2,2,3,35,Rockets
18-Dec,Nene,0,0,0,0,0,0,0,0,Rockets
18-Dec,R.Anderson,0,2,4,1,0,2,0,19,Rockets
18-Dec,T.Black,0,0,0,0,0,2,0,3,Rockets
18-Dec,L.Mbah a Moute,0,0,0,0,0,0,0,0,Rockets
18-Dec,C.Onuaku,0,0,0,0,0,0,0,0,Rockets
18-Dec,Z.Qi,0,0,0,0,0,0,0,0,Rockets
18-Dec,P.Tucker,4,9,1,0,1,0,1,34,Rockets
18-Dec,B.Weber,0,0,0,0,0,0,0,0,Rockets
18-Dec,A.Jackson,0,0,0,0,0,0,0,0,Rockets
18-Dec,G.Green,0,0,0,0,0,0,0,0,Rockets
18-Dec,J.Johnson,0,0,0,0,0,0,0,0,Rockets
18-Dec,T.Quarterman,0,0,0,0,0,0,0,0,Rockets
21-Apr,Evan Tuner,15,1,5,0,0,2,4,37,Trailblazers 
21-Apr,Al Farouq Aminu,27,6,1,2,0,0,4,36,Trailblazers 
21-Apr,Jusuf Nurkic,18,11,2,3,2,0,6,33,Trailblazers 
21-Apr,CJ Mccollum,38,2,3,0,0,2,5,45,Trailblazers 
21-Apr,Damian Lillard,19,5,6,2,0,1,3,45,Trailblazers 
21-Apr,Wade Baldwin IV,3,2,0,0,0,1,1,8,Trailblazers 
21-Apr,Pat Connaughton,0,0,0,0,0,0,1,11,Trailblazers 
21-Apr,Ed Davis,1,5,0,0,0,0,2,13,Trailblazers 
21-Apr,Zach Collins,2,1,3,1,0,0,2,14,Trailblazers 
21-Apr,Jake Layman,0,0,0,0,0,0,0,0,Trailblazers 
21-Apr,Meyers Leonard,0,0,0,0,0,0,0,0,Trailblazers 
21-Apr,Shabazz Napier,0,0,0,0,0,0,0,0,Trailblazers 
21-Apr,Caleb Swanigan,0,0,0,0,0,0,0,0,Trailblazers 
21-Apr,Georgios Papagiannis,0,0,0,0,0,0,0,0,Trailblazers 
21-Apr,Maurice Harkless,0,0,0,0,0,0,0,0,Trailblazers 
19-Apr,Maurice Harkless,5,3,4,0,0,0,2,26,Trailblazers 
19-Apr,Al Farouq Aminu,21,8,1,2,1,2,0,32,Trailblazers 
19-Apr,Jusuf Nurkic,5,7,2,2,0,2,4,20,Trailblazers 
19-Apr,CJ Mccollum,22,1,3,1,0,4,3,33,Trailblazers 
19-Apr,Damian Lillard,20,3,2,0,0,8,1,35,Trailblazers 
19-Apr,Zach Collins,6,4,0,0,1,0,4,12,Trailblazers 
19-Apr,Pat Connaughton,0,1,1,0,0,1,3,14,Trailblazers 
19-Apr,Shabazz Napier,5,1,2,2,0,3,0,22,Trailblazers 
19-Apr,Ed Davis,0,8,0,0,0,2,1,18,Trailblazers 
19-Apr,Wade Baldwin IV,1,1,2,1,1,1,0,9,Trailblazers 
19-Apr,Jake Layman,6,1,1,2,0,0,0,9,Trailblazers 
19-Apr,Meyers Leonard,8,4,0,0,0,0,0,9,Trailblazers 
19-Apr,Caleb Swanigan,3,2,1,0,0,1,1,9,Trailblazers 
19-Apr,Georgios Papagiannis,0,0,0,0,0,0,0,0,Trailblazers 
19-Apr,Evan Tuner,0,0,0,0,0,0,0,0,Trailblazers 
17-Apr,Evan Tuner,0,4,5,2,0,0,2,20,Trailblazers 
17-Apr,Al Farouq Aminu,14,15,1,0,0,1,3,37,Trailblazers 
17-Apr,Jusuf Nurkic,13,3,0,1,1,1,1,15,Trailblazers 
17-Apr,CJ Mccollum,22,3,6,1,1,2,2,39,Trailblazers 
17-Apr,Damian Lillard,17,3,4,1,0,7,2,40,Trailblazers 
17-Apr,Maurice Harkless,11,5,0,0,1,1,2,27,Trailblazers 
17-Apr,Ed Davis,4,6,0,0,0,1,1,22,Trailblazers 
17-Apr,Pat Connaughton,9,1,4,0,1,0,4,20,Trailblazers 
17-Apr,Zach Collins,12,5,0,0,0,2,3,23,Trailblazers 
17-Apr,Wade Baldwin IV,0,0,0,0,0,1,0,1,Trailblazers 
17-Apr,Meyers Leonard,0,0,0,0,0,0,0,0,Trailblazers 
17-Apr,Shabazz Napier,0,0,0,0,0,0,0,0,Trailblazers 
17-Apr,Georgios Papagiannis,0,0,0,0,0,0,0,0,Trailblazers 
17-Apr,Jake Layman,0,0,0,0,0,0,0,0,Trailblazers 
17-Apr,Caleb Swanigan,0,0,0,0,0,0,0,0,Trailblazers 
14-Apr,Evan Tuner,13,7,0,1,1,4,2,30,Trailblazers 
14-Apr,Al Farouq Aminu,7,7,2,0,1,3,1,31,Trailblazers 
14-Apr,Jusuf Nurkic,11,11,0,0,2,0,3,26,Trailblazers 
14-Apr,CJ Mccollum,19,2,2,3,0,1,1,39,Trailblazers 
14-Apr,Damian Lillard,18,7,7,2,0,0,2,42,Trailblazers 
14-Apr,Ed Davis,6,13,0,0,1,1,3,21,Trailblazers 
14-Apr,Zach Collins,8,2,3,2,1,0,1,23,Trailblazers 
14-Apr,Wade Baldwin IV,0,0,1,0,0,0,0,4,Trailblazers 
14-Apr,Pat Connaughton,7,2,1,1,0,0,1,19,Trailblazers 
14-Apr,Shabazz Napier,6,1,1,1,0,3,1,14,Trailblazers 
14-Apr,Meyers Leonard,0,0,0,0,0,0,0,1,Trailblazers 
14-Apr,Jake Layman,0,0,0,0,0,0,0,0,Trailblazers 
14-Apr,Georgios Papagiannis,0,0,0,0,0,0,0,0,Trailblazers 
14-Apr,Maurice Harkless,0,0,0,0,0,0,0,0,Trailblazers 
14-Apr,Caleb Swanigan,0,0,0,0,0,0,0,0,Trailblazers 
11-Apr,Evan Tuner,4,4,1,4,1,2,4,28,Trailblazers 
11-Apr,Al Farouq Aminu,5,9,0,1,1,1,1,31,Trailblazers 
11-Apr,Jusuf Nurkic,13,9,3,1,4,3,3,31,Trailblazers 
11-Apr,CJ Mccollum,19,4,3,1,0,1,3,35,Trailblazers 
11-Apr,Damian Lillard,36,1,10,1,0,0,0,38,Trailblazers 
11-Apr,Wade Baldwin IV,5,2,0,0,1,0,3,14,Trailblazers 
11-Apr,Ed Davis,4,8,0,0,1,2,2,17,Trailblazers 
11-Apr,Zach Collins,2,4,1,1,1,1,2,18,Trailblazers 
11-Apr,Pat Connaughton,5,1,1,0,0,0,3,17,Trailblazers 
11-Apr,Shabazz Napier,9,3,0,0,0,0,1,15,Trailblazers 
11-Apr,Jake Layman,0,0,0,0,0,0,0,1,Trailblazers 
11-Apr,Caleb Swanigan,0,1,0,0,0,0,0,1,Trailblazers 
11-Apr,Georgios Papagiannis,0,0,0,0,0,0,0,0,Trailblazers 
11-Apr,Maurice Harkless,0,0,0,0,0,0,0,0,Trailblazers 
11-Apr,Meyers Leonard,0,0,0,0,0,0,0,0,Trailblazers 
7-Apr,Evan Tuner,18,1,4,2,0,1,2,33,Trailblazers 
7-Apr,Al Farouq Aminu,3,7,1,1,1,3,4,34,Trailblazers 
7-Apr,Jusuf Nurkic,12,12,4,0,3,1,3,31,Trailblazers 
7-Apr,CJ Mccollum,17,3,2,0,1,0,0,38,Trailblazers 
7-Apr,Damian Lillard,33,3,5,0,0,7,0,35,Trailblazers 
7-Apr,Pat Connaughton,0,2,0,0,0,0,0,14,Trailblazers 
7-Apr,Zach Collins,2,3,0,0,0,1,1,21,Trailblazers 
7-Apr,Shabazz Napier,8,5,1,0,0,0,0,21,Trailblazers 
7-Apr,Meyers Leonard,9,4,1,1,0,4,4,14,Trailblazers 
7-Apr,Wade Baldwin IV,3,0,0,0,0,3,3,7,Trailblazers 
7-Apr,Jake Layman,0,0,0,0,0,0,0,0,Trailblazers 
7-Apr,Caleb Swanigan,0,0,0,0,0,0,0,0,Trailblazers 
7-Apr,Ed Davis,0,0,0,0,0,0,0,0,Trailblazers 
7-Apr,Maurice Harkless,0,0,0,0,0,0,0,0,Trailblazers 
7-Apr,Georgios Papagiannis,0,0,0,0,0,0,0,0,Trailblazers 
5-Apr,Evan Tuner,10,3,3,0,0,2,4,27,Trailblazers 
5-Apr,Al Farouq Aminu,4,7,1,2,1,1,3,25,Trailblazers 
5-Apr,Jusuf Nurkic,14,11,1,1,0,2,2,33,Trailblazers 
5-Apr,CJ Mccollum,16,5,4,0,1,6,0,34,Trailblazers 
5-Apr,Shabazz Napier,8,4,2,1,0,1,2,30,Trailblazers 
5-Apr,Zach Collins,1,3,1,0,0,1,2,15,Trailblazers 
5-Apr,Pat Connaughton,9,4,0,2,0,0,2,20,Trailblazers 
5-Apr,Wade Baldwin IV,14,1,3,2,0,2,2,33,Trailblazers 
5-Apr,Meyers Leonard,2,2,0,0,0,0,0,3,Trailblazers 
5-Apr,Caleb Swanigan,10,4,0,0,0,3,3,19,Trailblazers 
5-Apr,Jake Layman,4,2,1,0,0,0,0,5,Trailblazers 
5-Apr,Georgios Papagiannis,2,1,0,2,0,0,0,5,Trailblazers 
5-Apr,Ed Davis,0,0,0,0,0,0,0,0,Trailblazers 
5-Apr,Maurice Harkless,0,0,0,0,0,0,0,0,Trailblazers 
5-Apr,Damian Lillard,0,0,0,0,0,0,0,0,Trailblazers 
27-Mar,Evan Tuner,14,6,2,0,0,0,4,37,Trailblazers 
27-Mar,Al Farouq Aminu,10,10,2,3,1,1,4,35,Trailblazers 
27-Mar,Jusuf Nurkic,21,10,0,1,4,2,3,31,Trailblazers 
27-Mar,CJ Mccollum,7,4,5,1,2,3,0,37,Trailblazers 
27-Mar,Damian Lillard,41,9,6,4,0,0,3,42,Trailblazers 
27-Mar,Shabazz Napier,8,3,1,2,0,4,1,19,Trailblazers 
27-Mar,Ed Davis,4,3,1,0,0,0,0,19,Trailblazers 
27-Mar,Zach Collins,2,1,1,0,0,0,1,14,Trailblazers 
27-Mar,Pat Connaughton,0,1,2,0,0,0,1,11,Trailblazers 
27-Mar,Meyers Leonard,0,0,0,0,0,0,0,0,Trailblazers 
27-Mar,Wade Baldwin IV,0,0,0,0,0,0,0,0,Trailblazers 
27-Mar,Jake Layman,0,0,0,0,0,0,0,0,Trailblazers 
27-Mar,Caleb Swanigan,0,0,0,0,0,0,0,0,Trailblazers 
27-Mar,Georgios Papagiannis,0,0,0,0,0,0,0,0,Trailblazers 
27-Mar,Maurice Harkless,0,0,0,0,0,0,0,0,Trailblazers 
25-Mar,Maurice Harkless,16,6,4,0,4,0,4,34,Trailblazers 
25-Mar,Al Farouq Aminu,9,7,2,2,0,1,1,33,Trailblazers 
25-Mar,Jusuf Nurkic,17,12,1,2,2,1,3,31,Trailblazers 
25-Mar,CJ Mccollum,34,4,4,1,0,1,2,39,Trailblazers 
25-Mar,Damian Lillard,24,7,5,3,0,2,1,38,Trailblazers 
25-Mar,Evan Tuner,2,1,0,0,0,2,0,15,Trailblazers 
25-Mar,Pat Connaughton,0,5,0,0,0,1,2,12,Trailblazers 
25-Mar,Ed Davis,2,2,1,0,0,3,4,18,Trailblazers 
25-Mar,Zach Collins,2,1,1,0,1,1,0,10,Trailblazers 
25-Mar,Shabazz Napier,2,4,2,0,0,1,2,13,Trailblazers 
25-Mar,Jake Layman,0,0,0,0,0,0,0,0,Trailblazers 
25-Mar,Meyers Leonard,0,0,0,0,0,0,0,0,Trailblazers 
25-Mar,Caleb Swanigan,0,0,0,0,0,0,0,0,Trailblazers 
25-Mar,Wade Baldwin IV,0,0,0,0,0,0,0,0,Trailblazers 
25-Mar,Georgios Papagiannis,0,0,0,0,0,0,0,0,Trailblazers 
20-Mar,Maurice Harkless,17,1,1,0,2,1,3,29,Trailblazers 
20-Mar,Al Farouq Aminu,22,8,4,1,1,0,5,34,Trailblazers 
20-Mar,Jusuf Nurkic,21,11,3,2,4,2,5,27,Trailblazers 
20-Mar,CJ Mccollum,8,2,3,0,0,0,1,34,Trailblazers 
20-Mar,Damian Lillard,20,4,6,1,0,1,3,36,Trailblazers 
20-Mar,Evan Tuner,10,3,3,0,0,0,0,21,Trailblazers 
20-Mar,Pat Connaughton,3,1,0,1,0,1,1,10,Trailblazers 
20-Mar,Ed Davis,3,10,0,0,0,1,0,22,Trailblazers 
20-Mar,Zach Collins,4,3,0,0,0,2,0,14,Trailblazers 
20-Mar,Shabazz Napier,3,1,0,1,0,0,0,18,Trailblazers 
20-Mar,Jake Layman,0,0,0,0,0,0,0,0,Trailblazers 
20-Mar,Meyers Leonard,0,0,0,0,0,0,0,0,Trailblazers 
20-Mar,Caleb Swanigan,0,0,0,0,0,0,0,0,Trailblazers 
20-Mar,Wade Baldwin IV,0,0,0,0,0,0,0,0,Trailblazers 
20-Mar,Georgios Papagiannis,0,0,0,0,0,0,0,0,Trailblazers 
9-Mar,Maurice Harkless,6,1,0,1,0,0,3,21,Trailblazers 
9-Mar,Al Farouq Aminu,4,5,2,1,0,1,1,22,Trailblazers 
9-Mar,Jusuf Nurkic,10,11,1,0,0,3,2,22,Trailblazers 
9-Mar,CJ Mccollum,30,4,1,0,1,1,1,38,Trailblazers 
9-Mar,Damian Lillard,28,4,8,0,0,3,2,37,Trailblazers 
9-Mar,Evan Tuner,12,1,3,0,0,0,2,27,Trailblazers 
9-Mar,Ed Davis,10,15,4,1,1,1,1,26,Trailblazers 
9-Mar,Zach Collins,12,4,1,1,0,1,3,27,Trailblazers 
9-Mar,Pat Connaughton,3,0,0,0,0,0,0,7,Trailblazers 
9-Mar,Shabazz Napier,10,1,0,0,0,1,1,16,Trailblazers 
9-Mar,Jake Layman,0,0,0,0,0,0,0,2,Trailblazers 
9-Mar,Caleb Swanigan,0,0,1,0,0,0,1,2,Trailblazers 
9-Mar,Meyers Leonard,0,0,0,0,0,0,0,0,Trailblazers 
9-Mar,Wade Baldwin IV,0,0,0,0,0,0,0,0,Trailblazers 
9-Mar,Georgios Papagiannis,0,0,0,0,0,0,0,0,Trailblazers 
3-Mar,Evan Tuner,17,3,2,0,1,1,3,34,Trailblazers 
3-Mar,Al Farouq Aminu,3,6,0,1,0,1,2,19,Trailblazers 
3-Mar,Jusuf Nurkic,9,7,1,0,0,3,4,18,Trailblazers 
3-Mar,CJ Mccollum,28,8,6,1,2,2,1,39,Trailblazers 
3-Mar,Damian Lillard,20,1,7,1,1,3,2,38,Trailblazers 
3-Mar,Pat Connaughton,6,4,2,2,1,1,2,25,Trailblazers 
3-Mar,Ed Davis,6,10,0,0,1,1,4,20,Trailblazers 
3-Mar,Zach Collins,12,5,1,0,2,2,2,28,Trailblazers 
3-Mar,Shabazz Napier,7,1,1,0,0,1,0,14,Trailblazers 
3-Mar,Meyers Leonard,0,2,0,1,0,0,1,10,Trailblazers 
3-Mar,Wade Baldwin IV,0,0,0,0,0,0,0,0,Trailblazers 
3-Mar,Jake Layman,0,0,0,0,0,0,0,0,Trailblazers 
3-Mar,Caleb Swanigan,0,0,0,0,0,0,0,0,Trailblazers 
3-Mar,Maurice Harkless,0,0,0,0,0,0,0,0,Trailblazers 
3-Mar,Georgios Papagiannis,0,0,0,0,0,0,0,0,Trailblazers 
1-Mar,Maurice Harkless,0,1,0,1,0,0,0,9,Trailblazers 
1-Mar,Al Farouq Aminu,10,12,1,1,1,2,3,30,Trailblazers 
1-Mar,Jusuf Nurkic,16,6,0,1,1,2,3,19,Trailblazers 
1-Mar,CJ Mccollum,19,4,2,1,1,1,1,39,Trailblazers 
1-Mar,Damian Lillard,35,7,4,1,0,1,1,38,Trailblazers 
1-Mar,Evan Tuner,0,1,6,0,0,0,2,13,Trailblazers 
1-Mar,Pat Connaughton,0,1,1,1,0,0,1,13,Trailblazers 
1-Mar,Ed Davis,10,11,1,0,2,1,3,29,Trailblazers 
1-Mar,Zach Collins,2,2,0,1,1,0,3,20,Trailblazers 
1-Mar,Shabazz Napier,16,3,2,2,0,1,1,27,Trailblazers 
1-Mar,Jake Layman,0,0,0,0,0,0,0,0,Trailblazers 
1-Mar,Meyers Leonard,0,0,0,0,0,0,0,0,Trailblazers 
1-Mar,Caleb Swanigan,0,0,0,0,0,0,0,0,Trailblazers 
1-Mar,Georgios Papagiannis,0,0,0,0,0,0,0,0,Trailblazers 
1-Mar,Wade Baldwin IV,0,0,0,0,0,0,0,0,Trailblazers 
23-Feb,Maurice Harkless,6,3,2,6,1,1,3,26,Trailblazers 
23-Feb,Al Farouq Aminu,12,8,0,1,0,1,3,34,Trailblazers 
23-Feb,Jusuf Nurkic,15,7,2,0,3,2,4,27,Trailblazers 
23-Feb,CJ Mccollum,26,3,2,0,0,1,3,37,Trailblazers 
23-Feb,Damian Lillard,24,4,3,1,0,4,0,37,Trailblazers 
23-Feb,Evan Tuner,2,2,3,0,0,1,3,23,Trailblazers 
23-Feb,Pat Connaughton,0,0,0,0,0,0,0,5,Trailblazers 
23-Feb,Ed Davis,6,8,0,1,0,0,2,21,Trailblazers 
23-Feb,Zach Collins,4,4,1,0,1,1,1,16,Trailblazers 
23-Feb,Shabazz Napier,5,1,1,2,0,1,1,19,Trailblazers 
23-Feb,Jake Layman,0,0,0,0,0,0,0,0,Trailblazers 
23-Feb,Meyers Leonard,0,0,0,0,0,0,0,0,Trailblazers 
23-Feb,Caleb Swanigan,0,0,0,0,0,0,0,0,Trailblazers 
23-Feb,Georgios Papagiannis,0,0,0,0,0,0,0,0,Trailblazers 
23-Feb,Wade Baldwin IV,0,0,0,0,0,0,0,0,Trailblazers 
14-Feb,Maurice Harkless,3,3,3,1,0,2,3,28,Trailblazers 
14-Feb,Al Farouq Aminu,9,11,2,3,0,2,2,36,Trailblazers 
14-Feb,Jusuf Nurkic,17,13,3,1,0,0,4,30,Trailblazers 
14-Feb,CJ Mccollum,29,5,2,0,0,2,3,40,Trailblazers 
14-Feb,Damian Lillard,44,3,8,2,0,4,3,41,Trailblazers 
14-Feb,Evan Tuner,6,6,1,1,0,2,1,18,Trailblazers 
14-Feb,Pat Connaughton,4,1,0,0,0,0,0,11,Trailblazers 
14-Feb,Ed Davis,0,4,0,1,0,0,0,14,Trailblazers 
14-Feb,Shabazz Napier,8,2,0,0,0,0,1,21,Trailblazers 
14-Feb,Zach Collins,3,1,1,0,0,1,1,6,Trailblazers 
14-Feb,Jake Layman,0,0,0,0,0,0,0,0,Trailblazers 
14-Feb,Meyers Leonard,0,0,0,0,0,0,0,0,Trailblazers 
14-Feb,Caleb Swanigan,0,0,0,0,0,0,0,0,Trailblazers 
14-Feb,Georgios Papagiannis,0,0,0,0,0,0,0,0,Trailblazers 
14-Feb,Wade Baldwin IV,0,0,0,0,0,0,0,0,Trailblazers 
24-Jan,Evan Tuner,9,0,6,2,0,0,0,27,Trailblazers 
24-Jan,Al Farouq Aminu,15,7,0,2,0,2,0,26,Trailblazers 
24-Jan,Jusuf Nurkic,6,3,0,0,0,1,4,20,Trailblazers 
24-Jan,CJ Mccollum,28,3,5,0,0,0,0,35,Trailblazers 
24-Jan,Damian Lillard,31,4,6,0,0,0,2,32,Trailblazers 
24-Jan,Pat Connaughton,12,3,2,0,1,1,3,24,Trailblazers 
